Country;Year;Food Category;Total Waste (Tons);Economic Loss (Million $);Avg Waste per Capita (Kg);Population (Million);Household Waste (%);Economic Loss per Ton ($);Year Category
Saudi Arabia;2022;Prepared Food;973528;1073445;5933;96971;5687; 11.026.339.252.697.400,00 ;2022-2024
USA;2019;Dairy Products;4055942;4472611;17904;56532;308; 11.027.305.124.185.700,00 ;2018-2021
Spain;2019;Bakery Items;2442555;2694273;5477;96695;5871; 11.030.552.024.417.100,00 ;2018-2021
India;2020;Grains & Cereals;2974234;3280863;12884;45626;658; 11.030.951.162.551.400,00 ;2018-2021
South Korea;2018;Dairy Products;1490474;1644151;9903;72638;5322; 11.031.061.259.706.600,00 ;2018-2021
Argentina;2023;Bakery Items;4023894;4438784;1198;28905;5756; 11.031.065.927.681.000,00 ;2022-2024
South Africa;2021;Prepared Food;259683;2864591;12203;95454;3304; 11.031.107.157.572.900,00 ;2018-2021
South Africa;2021;Grains & Cereals;1547361;1706963;17409;46709;454; 11.031.446.443.331.600,00 ;2018-2021
India;2019;Grains & Cereals;167660;1849675;13232;9892;3195; 11.032.297.506.859.100,00 ;2018-2021
Japan;2024;Beverages;860366;949205;18094;84433;5024; 11.032.572.184.395.900,00 ;2022-2024
Russia;2023;Meat & Seafood;2224581;2454451;15327;103064;3255; 11.033.318.184.413.200,00 ;2022-2024
Brazil;2021;Beverages;2110121;2328583;10862;67049;6381; 11.035.305.558.306.800,00 ;2018-2021
Spain;2023;Bakery Items;2686642;2964863;17162;124259;6529; 11.035.571.542.468.300,00 ;2022-2024
Spain;2018;Bakery Items;2937242;3241901;15335;51218;5301; 11.037.228.120.801.800,00 ;2018-2021
Germany;2022;Fruits & Vegetables;1435943;1584956;12762;46867;5642; 11.037.736.177.550.200,00 ;2022-2024
Russia;2018;Grains & Cereals;779146;86001;3949;20686;5993; 11.037.854.266.081.100,00 ;2018-2021
Saudi Arabia;2022;Meat & Seafood;3056344;3373576;9344;103586;4395; 11.037.945.990.372.800,00 ;2022-2024
Russia;2024;Frozen Food;1797533;198439;16786;37159;5181; 11.039.519.163.208.700,00 ;2022-2024
Germany;2021;Dairy Products;1490986;1646112;3866;37684;5889; 11.040.425.597.557.600,00 ;2018-2021
USA;2020;Meat & Seafood;4019666;4438704;13211;87182;6975; 11.042.469.697.731.100,00 ;2018-2021
USA;2018;Frozen Food;4620329;5102059;6426;123134;5936; 11.042.631.379.713.400,00 ;2018-2021
Turkey;2021;Meat & Seafood;1017269;1123547;12452;89194;5655; 11.044.738.412.357.000,00 ;2018-2021
Italy;2022;Bakery Items;416514;4600713;5915;1829;3034; 11.045.758.365.865.300,00 ;2022-2024
Canada;2024;Fruits & Vegetables;4076209;4503005;11273;128353;5192; 11.047.041.503.514.700,00 ;2022-2024
Turkey;2019;Fruits & Vegetables;2730853;3016981;14563;121718;6268; 11.047.760.534.895.100,00 ;2018-2021
Germany;2019;Prepared Food;3951623;436572;8382;24194;4242; 11.047.916.261.242.500,00 ;2018-2021
Italy;2018;Grains & Cereals;635033;701594;3653;3401;3275; 11.048.150.253.608.900,00 ;2018-2021
Russia;2023;Meat & Seafood;3788684;4186068;12959;65736;3169; 11.048.870.795.241.800,00 ;2022-2024
Canada;2024;Dairy Products;199943;220915;8115;25093;459; 11.048.898.936.196.800,00 ;2022-2024
Brazil;2022;Fruits & Vegetables;204226;225648;7813;21294;4355; 11.048.935.982.685.800,00 ;2022-2024
France;2021;Grains & Cereals;373796;413064;14956;19866;3487; 11.050.519.534.719.500,00 ;2018-2021
Australia;2021;Beverages;2656664;2935757;19714;108617;6995; 11.050.539.323.000.600,00 ;2018-2021
Australia;2019;Bakery Items;4707822;520253;17651;77305;5383; 11.050.821.377.698.600,00 ;2018-2021
Italy;2021;Frozen Food;1755459;194057;9322;12355;5443; 11.054.487.743.661.300,00 ;2018-2021
Saudi Arabia;2024;Meat & Seafood;143167;158308;16446;71516;4657; 11.057.576.117.401.400,00 ;2022-2024
Indonesia;2018;Beverages;4779145;5284732;12185;119252;5725; 11.057.902.616.472.200,00 ;2018-2021
Spain;2020;Prepared Food;3073664;339893;10974;4082;3159; 11.058.235.382.917.600,00 ;2018-2021
Brazil;2023;Prepared Food;1908574;2110747;16814;87211;6202; 11.059.288.243.473.900,00 ;2022-2024
France;2020;Dairy Products;2303176;2547253;11775;106109;3645; 11.059.740.983.754.600,00 ;2018-2021
Italy;2023;Dairy Products;3786005;418761;2772;63105;6508; 11.060.761.937.715.300,00 ;2022-2024
Australia;2024;Prepared Food;4028078;4455583;9129;63194;3647; 11.061.312.616.091.300,00 ;2022-2024
France;2022;Fruits & Vegetables;2903555;3212502;2231;76902;397; 11.064.030.128.583.800,00 ;2022-2024
Turkey;2019;Bakery Items;87160;964463;7292;1798;6589; 11.065.431.390.546.100,00 ;2018-2021
Indonesia;2021;Fruits & Vegetables;2925441;3237166;16633;47627;6048; 11.065.565.841.184.300,00 ;2018-2021
Argentina;2019;Frozen Food;487253;539197;11587;74974;5191; 11.066.058.084.814.300,00 ;2018-2021
USA;2019;Beverages;413684;457787;18534;41277;3143; 11.066.103.595.981.500,00 ;2018-2021
Saudi Arabia;2023;Prepared Food;3512795;3887369;18621;8774;5137; 11.066.313.291.837.400,00 ;2022-2024
South Korea;2024;Meat & Seafood;312216;3455454;16265;57463;6448; 11.067.510.953.955.000,00 ;2022-2024
UK;2024;Prepared Food;4423362;4896011;4135;45489;5446; 11.068.528.870.121.900,00 ;2022-2024
Japan;2018;Beverages;1077099;1192217;13051;20407;4342; 11.068.778.264.579.200,00 ;2018-2021
China;2021;Meat & Seafood;940108;1040623;7206;48318;3548; 11.069.185.668.029.600,00 ;2018-2021
Canada;2022;Grains & Cereals;1981218;2193349;392;100565;4474; 11.070.710.037.966.500,00 ;2022-2024
Australia;2022;Frozen Food;3758245;4161109;16794;120951;481; 11.071.947.145.542.700,00 ;2022-2024
Australia;2023;Prepared Food;1556043;1722901;3394;13585;6185; 11.072.322.551.497.600,00 ;2022-2024
Indonesia;2023;Beverages;3249337;3598075;16015;62232;3615; 11.073.258.944.824.700,00 ;2022-2024
Japan;2021;Grains & Cereals;126909;140535;17823;19226;3902; 11.073.682.717.537.800,00 ;2018-2021
Russia;2023;Dairy Products;1673967;1853792;12172;103279;5441; 11.074.244.593.830.100,00 ;2022-2024
Mexico;2019;Meat & Seafood;14231;157637;17309;59038;3392; 11.077.014.967.324.900,00 ;2018-2021
Indonesia;2020;Beverages;2123693;235256;12411;66637;6305; 11.077.684.015.533.300,00 ;2018-2021
Spain;2024;Prepared Food;3375823;373989;8166;11574;5786; 11.078.454.054.018.800,00 ;2022-2024
USA;2022;Grains & Cereals;1147976;1271936;14451;45491;3401; 11.079.813.515.265.100,00 ;2022-2024
USA;2019;Prepared Food;3198071;3543466;13211;35518;3531; 11.080.010.418.780.600,00 ;2018-2021
Spain;2021;Prepared Food;3351955;3714003;7884;57728;4099; 11.080.109.965.676.700,00 ;2018-2021
India;2023;Beverages;4105302;4548765;15725;88632;579; 11.080.220.164.070.800,00 ;2022-2024
Australia;2023;Frozen Food;4507581;499466;9829;91886;5072; 11.080.577.365.110.000,00 ;2022-2024
Turkey;2023;Meat & Seafood;2320262;2571118;1082;5844;3002; 11.081.153.766.255.700,00 ;2022-2024
Japan;2018;Meat & Seafood;1680982;1862891;2083;133761;3652; 11.082.159.118.896.000,00 ;2018-2021
Saudi Arabia;2023;Dairy Products;3908947;4331968;1460;120804;5447; 11.082.186.583.752.600,00 ;2022-2024
India;2019;Beverages;349898;3879637;1917;12433;622; 11.087.908.476.184.500,00 ;2018-2021
Australia;2018;Bakery Items;3868089;4289342;7735;9419;332; 11.089.046.813.555.700,00 ;2018-2021
Indonesia;2022;Beverages;938046;1040232;13216;89106;4786; 11.089.349.562.814.600,00 ;2022-2024
Saudi Arabia;2020;Prepared Food;4115607;456442;1260;109476;6136; 11.090.514.716.298.200,00 ;2018-2021
China;2020;Grains & Cereals;4783643;5305661;12864;63738;4245; 11.091.256.182.787.900,00 ;2018-2021
Germany;2020;Dairy Products;1990782;2208071;6688;74539;5174; 11.091.475.611.091.500,00 ;2018-2021
India;2024;Beverages;1435436;1592153;8392;77768;3424; 11.091.772.813.277.600,00 ;2022-2024
Russia;2018;Frozen Food;4666986;517654;2085;72449;3207; 11.091.826.716.429.000,00 ;2018-2021
India;2018;Beverages;281085;31180;15334;106013;5655; 11.092.729.957.130.400,00 ;2018-2021
Germany;2022;Frozen Food;577253;64034;16362;125255;5634; 11.092.883.016.632.200,00 ;2022-2024
UK;2020;Fruits & Vegetables;319399;35432;14615;108903;435; 11.093.334.669.175.500,00 ;2018-2021
Italy;2024;Beverages;3925704;4354974;11057;72043;6418; 11.093.485.397.778.300,00 ;2022-2024
Spain;2021;Dairy Products;3024608;3355587;10226;30273;5156; 11.094.287.259.704.400,00 ;2018-2021
South Korea;2024;Bakery Items;771062;855534;8211;3808;3174; 11.095.527.986.076.300,00 ;2022-2024
Australia;2021;Beverages;3330619;3695543;6729;5494;6672; 11.095.664.199.357.500,00 ;2018-2021
Italy;2023;Prepared Food;3381366;3751862;18318;28327;4138; 11.095.699.193.757.800,00 ;2022-2024
Turkey;2018;Bakery Items;3206733;3558294;6769;106874;5759; 11.096.321.396.262.200,00 ;2018-2021
Germany;2022;Bakery Items;2317955;2572714;17219;138477;3807; 11.099.067.928.411.000,00 ;2022-2024
Germany;2024;Bakery Items;2417346;2683134;1493;112876;4582; 11.099.503.339.612.900,00 ;2022-2024
South Korea;2019;Prepared Food;1608746;1785692;14168;53312;5372; 11.099.900.170.692.000,00 ;2018-2021
Italy;2023;Fruits & Vegetables;3164072;3512875;13676;109591;567; 11.102.386.418.513.900,00 ;2022-2024
Indonesia;2018;Frozen Food;2222776;246841;18641;37843;3427; 11.105.077.614.658.400,00 ;2018-2021
Japan;2021;Grains & Cereals;381833;424041;5944;9708;3657; 11.105.404.718.816.900,00 ;2018-2021
India;2020;Dairy Products;2076662;2306253;11241;6486;3035; 11.105.577.123.287.300,00 ;2018-2021
Spain;2021;Grains & Cereals;247197;2745645;3414;116661;3714; 11.107.112.950.399.900,00 ;2018-2021
Germany;2020;Beverages;4299246;4776722;4844;59258;5825; 11.110.604.045.453.600,00 ;2018-2021
South Korea;2021;Fruits & Vegetables;1655433;1839401;18081;131903;4821; 11.111.298.373.295.700,00 ;2018-2021
Argentina;2021;Meat & Seafood;279296;310414;12742;25361;6823; 11.114.158.455.545.400,00 ;2018-2021
UK;2023;Grains & Cereals;1106752;1230152;6572;56443;5058; 11.114.974.267.044.500,00 ;2022-2024
Indonesia;2018;Bakery Items;3922846;4360388;11641;124227;6693; 11.115.368.790.923.700,00 ;2018-2021
South Korea;2021;Fruits & Vegetables;329594;366362;4229;80551;5938; 11.115.554.288.002.800,00 ;2018-2021
UK;2022;Bakery Items;1196664;1330159;11583;91551;3198; 11.115.559.588.990.700,00 ;2022-2024
France;2022;Bakery Items;4552034;5061021;1195;21864;6073; 11.118.152.896.046.000,00 ;2022-2024
South Korea;2019;Bakery Items;1245031;1384601;12018;45011;315; 11.121.016.263.852.100,00 ;2018-2021
Spain;2019;Frozen Food;170567;1897415;4033;128839;4921; 11.124.162.352.623.900,00 ;2018-2021
Indonesia;2022;Prepared Food;1048955;1166887;11666;137949;6613; 11.124.280.831.875.500,00 ;2022-2024
Russia;2023;Meat & Seafood;461868;513808;6978;28037;5306; 11.124.563.728.164.800,00 ;2022-2024
Mexico;2020;Frozen Food;3382934;3763444;5846;96499;5442; 11.124.792.857.324.400,00 ;2018-2021
Russia;2024;Dairy Products;1093138;1216096;7273;92485;613; 11.124.816.811.784.100,00 ;2022-2024
Argentina;2021;Prepared Food;2661735;2961396;7568;79106;5479; 11.125.810.796.341.500,00 ;2018-2021
India;2018;Dairy Products;57936;64462;19173;2771;5246; 11.126.415.354.874.300,00 ;2018-2021
South Korea;2022;Frozen Food;4075553;4534862;12359;27165;5639; 11.126.985.712.123.000,00 ;2022-2024
Canada;2019;Frozen Food;4886707;543804;18103;105823;3766; 11.128.230.114.881.000,00 ;2018-2021
South Africa;2023;Bakery Items;950841;1058275;2066;4813;4075; 11.129.883.965.878.600,00 ;2022-2024
Spain;2023;Dairy Products;1393728;1551211;1083;2787;4063; 11.129.940.705.790.500,00 ;2022-2024
Argentina;2022;Frozen Food;4482255;4989535;19744;14711;5843; 11.131.751.763.342.300,00 ;2022-2024
Japan;2021;Meat & Seafood;940513;1046956;11299;61012;3298; 11.131.754.691.322.700,00 ;2018-2021
Argentina;2019;Fruits & Vegetables;2116088;2355619;10192;57584;4337; 11.131.951.979.312.800,00 ;2018-2021
Australia;2024;Dairy Products;714371;795253;2761;8875;5441; 11.132.212.813.790.000,00 ;2022-2024
South Africa;2024;Prepared Food;1322742;1472689;17967;1693;4171; 11.133.607.309.664.300,00 ;2022-2024
Mexico;2021;Fruits & Vegetables;2891669;3219655;13455;9508;3146; 11.134.244.617.900.600,00 ;2018-2021
USA;2024;Prepared Food;927298;1032497;18231;67539;4624; 11.134.468.099.791.000,00 ;2022-2024
Italy;2022;Beverages;1298833;1446226;17956;72251;3458; 11.134.811.018.814.600,00 ;2022-2024
Brazil;2020;Meat & Seafood;262686;2924971;2325;104737;507; 11.134.856.825.259.100,00 ;2018-2021
Australia;2019;Grains & Cereals;3672158;4088992;6382;95639;3992; 11.135.120.003.006.400,00 ;2018-2021
Germany;2020;Dairy Products;3042746;338840;5492;51599;5303; 11.135.993.605.775.800,00 ;2018-2021
Mexico;2021;Beverages;1347166;1500237;6017;1095;3163; 11.136.244.531.112.000,00 ;2018-2021
Brazil;2023;Fruits & Vegetables;1007968;1122608;2438;34724;622; 11.137.337.693.260.100,00 ;2022-2024
Turkey;2023;Beverages;474733;528771;11705;26462;596; 11.138.281.939.532.300,00 ;2022-2024
Italy;2023;Fruits & Vegetables;160017;1782332;10775;75537;605; 11.138.391.545.898.200,00 ;2022-2024
Canada;2019;Meat & Seafood;2563336;2855145;18424;119829;3335; 11.138.395.434.699.200,00 ;2018-2021
Canada;2022;Dairy Products;316533;3525838;13629;9877;4728; 11.138.927.062.897.100,00 ;2022-2024
Australia;2021;Bakery Items;1298036;1445978;680;17036;4754; 11.139.737.264.605.900,00 ;2018-2021
Italy;2022;Grains & Cereals;51761;57678;6093;24582;3585; 11.143.138.656.517.500,00 ;2022-2024
France;2018;Grains & Cereals;1686686;1879551;5742;115726;6784; 11.143.455.272.647.100,00 ;2018-2021
South Korea;2019;Prepared Food;3361677;3746132;9666;79341;6761; 11.143.640.510.376.200,00 ;2018-2021
South Africa;2023;Beverages;2675105;2981225;18789;100272;5054; 11.144.328.914.192.200,00 ;2022-2024
Japan;2020;Bakery Items;1107157;1233873;14221;5239;4307; 11.144.516.992.621.600,00 ;2018-2021
France;2018;Bakery Items;1344476;1498401;1639;51176;5104; 11.144.869.822.890.100,00 ;2018-2021
France;2020;Meat & Seafood;3933255;4383889;16059;67621;5725; 11.145.702.477.973.100,00 ;2018-2021
Russia;2018;Grains & Cereals;551458;614713;4623;32719;6653; 11.147.050.183.332.200,00 ;2018-2021
Spain;2020;Prepared Food;867535;967083;17675;125335;4982; 11.147.481.081.454.900,00 ;2018-2021
Germany;2019;Frozen Food;2234564;2491018;16342;68469;3391; 11.147.669.075.488.600,00 ;2018-2021
Indonesia;2019;Beverages;4490454;5006019;12106;19031;315; 11.148.135.578.273.400,00 ;2018-2021
Argentina;2020;Meat & Seafood;1964105;218997;8358;126836;5237; 11.149.963.978.504.200,00 ;2018-2021
Mexico;2022;Fruits & Vegetables;2840353;3167229;9903;1158;5544; 11.150.828.787.830.200,00 ;2022-2024
Canada;2019;Bakery Items;4283012;4776601;16233;20739;3904; 11.152.434.314.916.700,00 ;2018-2021
Germany;2019;Prepared Food;2911369;3247881;4946;115883;4401; 11.155.854.857.285.400,00 ;2018-2021
South Korea;2023;Frozen Food;3973081;4432547;16316;6171;4691; 11.156.447.603.258.000,00 ;2022-2024
Japan;2020;Beverages;2563429;2860802;9148;97684;5163; 11.160.059.436.013.200,00 ;2018-2021
France;2018;Beverages;608835;679492;10167;114902;5407; 11.160.527.893.435.800,00 ;2018-2021
India;2022;Grains & Cereals;575915;642788;16877;13942;3722; 11.161.160.935.207.500,00 ;2022-2024
Spain;2020;Grains & Cereals;2336968;2608512;15369;138039;658; 11.161.950.013.864.100,00 ;2018-2021
South Korea;2019;Beverages;56222;62772;12217;46218;615; 11.165.024.367.685.200,00 ;2018-2021
Saudi Arabia;2024;Dairy Products;2083111;2326224;2405;73689;4648; 11.167.066.949.384.800,00 ;2022-2024
Canada;2023;Beverages;516403;576699;18915;124591;5175; 11.167.615.215.248.600,00 ;2022-2024
Japan;2019;Bakery Items;416103;464692;8031;91086;5644; 11.167.715.685.779.700,00 ;2018-2021
Russia;2019;Dairy Products;373253;416882;1136;101937;5676; 11.168.885.447.672.200,00 ;2018-2021
Mexico;2018;Grains & Cereals;2919322;3260845;15399;92099;5896; 11.169.870.949.487.600,00 ;2018-2021
India;2021;Fruits & Vegetables;2022254;2259238;12561;26541;3999; 11.171.880.485.834.100,00 ;2018-2021
Spain;2019;Bakery Items;1773147;1980954;10218;101924;4173; 11.171.967.129.628.800,00 ;2018-2021
Argentina;2019;Grains & Cereals;1321292;1476167;8485;112762;3609; 11.172.148.170.124.400,00 ;2018-2021
India;2023;Dairy Products;4703568;5255241;4353;18769;4627; 11.172.881.948.342.200,00 ;2022-2024
Canada;2020;Bakery Items;57858;64646;9443;53407;3747; 11.173.217.186.905.900,00 ;2018-2021
France;2023;Beverages;3309657;3698082;10474;110547;3606; 11.173.611.041.869.300,00 ;2022-2024
UK;2018;Bakery Items;2553928;2854406;16453;109429;4799; 11.176.532.776.178.500,00 ;2018-2021
Argentina;2020;Bakery Items;3872795;4328934;19551;99884;5153; 11.177.803.111.189.700,00 ;2018-2021
Indonesia;2020;Frozen Food;128729;1438909;5167;48292;3204; 11.177.815.410.668.900,00 ;2018-2021
China;2022;Meat & Seafood;4642516;5189408;11952;123234;3277; 11.178.007.787.156.800,00 ;2022-2024
Saudi Arabia;2019;Dairy Products;4226839;4725856;2283;134724;4161; 11.180.591.453.802.700,00 ;2018-2021
South Korea;2018;Dairy Products;2019224;2257699;14753;2162;3038; 11.181.023.006.858.100,00 ;2018-2021
China;2021;Meat & Seafood;551825;617028;12002;67323;4505; 11.181.588.365.876.900,00 ;2018-2021
Germany;2021;Grains & Cereals;3321536;3714057;19635;1168;5705; 11.181.745.433.438.000,00 ;2018-2021
USA;2018;Frozen Food;4959551;5546365;5032;137466;6768; 11.183.199.850.147.700,00 ;2018-2021
South Africa;2019;Fruits & Vegetables;436981;488732;19188;119471;6233; 11.184.284.900.258.800,00 ;2018-2021
France;2022;Beverages;4166137;4660271;14849;123467;3477; 11.186.072.373.520.100,00 ;2022-2024
USA;2018;Frozen Food;2053412;2297225;9013;69974;3854; 11.187.355.484.432.700,00 ;2018-2021
Saudi Arabia;2020;Dairy Products;2431075;2719896;3083;68394;3412; 11.188.038.213.547.500,00 ;2018-2021
Brazil;2021;Bakery Items;594918;665614;3546;69843;6148; 11.188.331.837.328.800,00 ;2018-2021
Indonesia;2021;Beverages;4671235;5226346;6388;37169;4069; 11.188.360.251.625.100,00 ;2018-2021
Argentina;2020;Fruits & Vegetables;4816918;5389855;6039;123131;317; 11.189.426.517.121.500,00 ;2018-2021
Spain;2020;Frozen Food;1132381;1267184;18897;111912;6787; 11.190.438.553.808.300,00 ;2018-2021
Canada;2020;Meat & Seafood;1998852;2236834;9572;11111;6239; 11.190.593.400.612.000,00 ;2018-2021
Brazil;2021;Prepared Food;998168;1117158;9211;85663;5608; 11.192.083.897.700.600,00 ;2018-2021
South Africa;2024;Meat & Seafood;3362266;3763957;15086;7683;4128; 11.194.703.215.034.100,00 ;2022-2024
Turkey;2018;Grains & Cereals;4181239;4681613;5438;116097;4229; 11.196.712.266.388.000,00 ;2018-2021
Japan;2022;Beverages;435359;487466;2805;115248;4857; 11.196.874.303.735.500,00 ;2022-2024
Mexico;2024;Beverages;3706786;4150539;10067;97864;3278; 11.197.136.818.796.700,00 ;2022-2024
UK;2021;Bakery Items;1376151;1541013;8078;138775;5401; 11.197.993.534.139.800,00 ;2018-2021
Germany;2019;Beverages;266732;2987524;17956;23714;4648; 11.200.470.884.633.300,00 ;2018-2021
Australia;2020;Prepared Food;2352803;263544;2926;12604;369; 11.201.277.795.038.500,00 ;2018-2021
South Africa;2019;Grains & Cereals;1191664;1334945;6228;92896;4396; 11.202.360.732.555.500,00 ;2018-2021
Saudi Arabia;2020;Grains & Cereals;2690081;3013575;1172;8483;5037; 11.202.543.715.226.400,00 ;2018-2021
Italy;2023;Frozen Food;18336;205464;6453;121024;5723; 11.205.497.382.199.000,00 ;2022-2024
Indonesia;2024;Meat & Seafood;1694466;1898934;1740;122097;6235; 11.206.681.042.877.200,00 ;2022-2024
Mexico;2020;Dairy Products;1043528;1169707;1840;125349;5095; 11.209.157.780.145.800,00 ;2018-2021
Germany;2021;Prepared Food;561412;629332;15322;13986;6048; 11.209.806.701.673.600,00 ;2018-2021
Russia;2024;Bakery Items;1993391;2234745;16512;111519;5242; 11.210.770.992.745.500,00 ;2022-2024
Brazil;2019;Bakery Items;376686;4223427;16225;3983;453; 11.212.062.566.700.100,00 ;2018-2021
Spain;2018;Dairy Products;2207989;2475797;6195;137267;4795; 11.212.904.593.274.700,00 ;2018-2021
UK;2022;Grains & Cereals;711591;797912;401;17589;6109; 11.213.070.429.502.300,00 ;2022-2024
Argentina;2024;Prepared Food;974144;1092348;12083;113678;516; 11.213.414.033.243.500,00 ;2022-2024
India;2020;Bakery Items;2854673;3201346;15226;12362;6646; 11.214.405.292.655.200,00 ;2018-2021
Mexico;2021;Fruits & Vegetables;414134;4644454;19243;2516;3447; 11.214.857.992.823.600,00 ;2018-2021
India;2020;Meat & Seafood;111091;1245895;7105;105053;3653; 11.215.084.930.372.400,00 ;2018-2021
Spain;2021;Beverages;202343;226972;8601;75103;6036; 11.217.190.611.980.600,00 ;2018-2021
