Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change on land","796","Turks and Caicos Islands","7271","Temperature change","7020","Meteorological year","2021","2021","°C","","O","Missing value"
"ET","Temperature change on land","796","Turks and Caicos Islands","7271","Temperature change","7020","Meteorological year","2022","2022","°C","","O","Missing value"
"ET","Temperature change on land","796","Turks and Caicos Islands","7271","Temperature change","7020","Meteorological year","2023","2023","°C","","O","Missing value"
"ET","Temperature change on land","796","Turks and Caicos Islands","7271","Temperature change","7020","Meteorological year","2024","2024","°C","","O","Missing value"
"ET","Temperature change on land","798","Tuvalu","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.93","E","Estimated value"
"ET","Temperature change on land","798","Tuvalu","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.033","E","Estimated value"
"ET","Temperature change on land","798","Tuvalu","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.151","E","Estimated value"
"ET","Temperature change on land","798","Tuvalu","7271","Temperature change","7020","Meteorological year","2021","2021","°C","0.644","E","Estimated value"
"ET","Temperature change on land","798","Tuvalu","7271","Temperature change","7020","Meteorological year","2022","2022","°C","0.618","E","Estimated value"
"ET","Temperature change on land","798","Tuvalu","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.149","E","Estimated value"
"ET","Temperature change on land","798","Tuvalu","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.335","E","Estimated value"
"ET","Temperature change on land","800","Uganda","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.087","E","Estimated value"
"ET","Temperature change on land","800","Uganda","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.616","E","Estimated value"
"ET","Temperature change on land","800","Uganda","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.21","E","Estimated value"
"ET","Temperature change on land","800","Uganda","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.493","E","Estimated value"
"ET","Temperature change on land","800","Uganda","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.423","E","Estimated value"
"ET","Temperature change on land","800","Uganda","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.558","E","Estimated value"
"ET","Temperature change on land","800","Uganda","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.606","E","Estimated value"
"ET","Temperature change on land","804","Ukraine","7271","Temperature change","7020","Meteorological year","2018","2018","°C","2.178","E","Estimated value"
"ET","Temperature change on land","804","Ukraine","7271","Temperature change","7020","Meteorological year","2019","2019","°C","2.308","E","Estimated value"
"ET","Temperature change on land","804","Ukraine","7271","Temperature change","7020","Meteorological year","2020","2020","°C","3.051","E","Estimated value"
"ET","Temperature change on land","804","Ukraine","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.369","E","Estimated value"
"ET","Temperature change on land","804","Ukraine","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.83","E","Estimated value"
"ET","Temperature change on land","804","Ukraine","7271","Temperature change","7020","Meteorological year","2023","2023","°C","2.685","E","Estimated value"
"ET","Temperature change on land","804","Ukraine","7271","Temperature change","7020","Meteorological year","2024","2024","°C","3.418","E","Estimated value"
"ET","Temperature change on land","784","United Arab Emirates","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.576","E","Estimated value"
"ET","Temperature change on land","784","United Arab Emirates","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.265","E","Estimated value"
"ET","Temperature change on land","784","United Arab Emirates","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.269","E","Estimated value"
"ET","Temperature change on land","784","United Arab Emirates","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.759","E","Estimated value"
"ET","Temperature change on land","784","United Arab Emirates","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.532","E","Estimated value"
"ET","Temperature change on land","784","United Arab Emirates","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.655","E","Estimated value"
"ET","Temperature change on land","784","United Arab Emirates","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.784","E","Estimated value"
"ET","Temperature change on land","826","United Kingdom of Great Britain and Northern Ireland","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.982","E","Estimated value"
"ET","Temperature change on land","826","United Kingdom of Great Britain and Northern Ireland","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.217","E","Estimated value"
"ET","Temperature change on land","826","United Kingdom of Great Britain and Northern Ireland","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.363","E","Estimated value"
"ET","Temperature change on land","826","United Kingdom of Great Britain and Northern Ireland","7271","Temperature change","7020","Meteorological year","2021","2021","°C","0.921","E","Estimated value"
"ET","Temperature change on land","826","United Kingdom of Great Britain and Northern Ireland","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.904","E","Estimated value"
"ET","Temperature change on land","826","United Kingdom of Great Britain and Northern Ireland","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.469","E","Estimated value"
"ET","Temperature change on land","826","United Kingdom of Great Britain and Northern Ireland","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.485","E","Estimated value"
"ET","Temperature change on land","834","United Republic of Tanzania","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.062","E","Estimated value"
"ET","Temperature change on land","834","United Republic of Tanzania","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.395","E","Estimated value"
"ET","Temperature change on land","834","United Republic of Tanzania","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.078","E","Estimated value"
"ET","Temperature change on land","834","United Republic of Tanzania","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.153","E","Estimated value"
"ET","Temperature change on land","834","United Republic of Tanzania","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1","E","Estimated value"
"ET","Temperature change on land","834","United Republic of Tanzania","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.374","E","Estimated value"
"ET","Temperature change on land","834","United Republic of Tanzania","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.376","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.254","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.009","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.307","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.149","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.199","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.194","E","Estimated value"
